gram_type,gender_id,worte_de,worte_es,plural,niveau_id,example_de,example_es,verb_aux,trennbar,reflexiv
noun_common,Maskuline,Halbbruder,medio hermano,Halbbrüder,A2,"Ich treffe meinen Halbbruder morgen.","Mañana veo a mi medio hermano.",,,
noun_common,Maskuline,Stiefbruder,hermanastro,Stiefbrüder,A2,"Mein Stiefbruder spielt Fußball.","Mi hermanastro juega fútbol.",,,
noun_common,Femenin,Stiefschwester,hermanastra,Stiefschwestern,A2,"Meine Stiefschwester studiert Medizin.","Mi hermanastra estudia medicina.",,,
adjective,,wichtig,importante,,A1,"Das ist wichtig für mich.","Eso es importante para mí.",,,
noun_common,Neutrum,Geheimnis,secreto,Geheimnisse,A2,"Das ist ein Geheimnis.","Eso es un secreto.",,,
noun_common,Maskuline,Zahnarzt,dentista,Zahnärzte,A2,"Ich habe morgen einen Termin beim Zahnarzt.","Mañana tengo una cita con el dentista.",,,
noun_common,Femenin,Zahnärztin,dentista,Zahnärztinnen,A2,"Die Zahnärztin erklärt alles sehr ruhig.","La dentista explica todo con calma.",,,
noun_common,Maskuline,Akku,batería (de dispositivo),Akkus,A2,"Der Akku ist fast leer.","La batería ya casi está vacía.",,,
noun_common,Neutrum,Rad,rueda,Räder,A2,"Das Rad ist kaputt.","La rueda está rota.",,,
verb_main,,bleiben,quedarse / permanecer,,A1,"Ich bleibe heute zu Hause.","Hoy me quedo en casa.","sein","No","No"
verb_main,,rufen,llamar (a gritos),,A2,"Er ruft nach Hilfe.","Él grita pidiendo ayuda.","haben","No","No"
verb_separable,,anrufen,llamar por teléfono,,A1,"Ich rufe dich später an.","Te llamo más tarde.","haben","Si","No"
verb_separable,,zurückrufen,devolver la llamada,,B1,"Ich rufe dich gleich zurück.","Te devuelvo la llamada en un momento.","haben","Si","No"
noun_common,Neutrum,Werk,fábrica / planta,Werke,B1,"Er arbeitet im Werk.","Él trabaja en la fábrica.",,,
noun_common,Femenin,Zitrone,limón,Zitronen,A1,"Ich brauche eine Zitrone für den Tee.","Necesito un limón para el té.",,,
noun_common,Femenin,Zwiebel,cebolla,Zwiebeln,A1,"Die Zwiebel riecht stark.","La cebolla huele fuerte.",,,
noun_common,Femenin,Nase,nariz,Nasen,A1,"Meine Nase ist kalt.","Mi nariz está fría.",,,
noun_common,Neutrum,Fensterglas,vidrio de la ventana,Fenstergläser,B1,"Das Fensterglas ist sauber.","El vidrio de la ventana está limpio.",,,
noun_common,Maskuline,Mitbewohner,compañero de piso,Mitbewohner,A2,"Mein Mitbewohner kocht heute.","Mi compañero de piso cocina hoy.",,,
noun_common,Femenin,Mitbewohnerin,compañera de piso,Mitbewohnerinnen,A2,"Meine Mitbewohnerin arbeitet von zu Hause.","Mi compañera de piso trabaja desde casa.",,,
noun_common,Femenin,Kirche,iglesia,Kirchen,A1,"Die Kirche ist im Zentrum.","La iglesia está en el centro.",,,
noun_common,Neutrum,Eis,helado / hielo,,A1,"Ich esse gern Eis.","Me gusta comer helado.",,,
verb_separable,,"sich ausheulen",desahogarse llorando,,B1,"Ich heule mich bei dir aus.","Me desahogo llorando contigo.","haben","Si","Si"
